Species,SpecCode,CommonName,ITOFF.Group,Kingdom,Phylum,Class,Order,Family,Genus,System,Group,Status,EstabwildSuccess,Means_Introduction,IUCN_Status,Polar,Boreal,Temperate,SubTropical,Tropical,Impacting,Impacted_by,ReproMode,Fertilization,RepGuild1,RepGuild2,Spawning,MeanFecundity,MinFecundity,MaxFecundity,BroodSize,AgeMaturity_Years_Estimate,MeanAgeMaturity_Years,GenerationTime_Years_Estimate,TrophicLevel_Estimate,TrophicLevel,FeedingType,Relative_BrainWeight,Longevity_Years_Estimate,Tmax,Wmax,Lmax,TempPref_min,TempPref_max,TempRange,TolerableTemp_min,TolerableTemp_max,Temp_Range_tolerable,Sources
Carassius langsdorfii,23615,,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Freshwater,Nonnative,Reported,,Fishing recreation,,,,1,1,,,,,,,,,,,,,2.7,,3.1,2.8,,,,10.9,,410,29.70000076,,,,,,,USGS-NAS; FishBase
Trachelyopterus galeatus,13280,,1,Animalia,Chordata,Actinopterygii,Siluriformes,Auchenipteridae,Trachelyopterus,Freshwater,Nonnative,Failed,,Aquaria,,,,,1,1,,,dioecism,internal (oviduct),,,,,,,,2,,2.2,,3.14,predator,,3,,411,24.85000038,20,24,4,,,,USGS-NAS; Fishbase
Gila atraria,2756,Utah chub,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Gila,Freshwater,Nonnative,Invasive,,Fishing recreation,LC,,,1,,,Oncorhynchus nerka (Unclear); Relictus solitarius (Unclear); Iotichthys phlegethontis (Unclear),Oncorhynchus nerka (Competition); Micropterus dolomieu (Unclear); Salmo trutta (Predation); Salvelinus namaycush (Predation),,,,,,81514.5,6232,156797,,5.7,,7,2,,,,,12,425,31.89999962,,,,,,,USGS-NAS; CABI-ISC; Fishbase; IUCN
Uaru amphiacanthoides,11187,Uaru,1,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Uaru,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,external,guarders,clutch tenders,,,,,200,1.8,,1.9,,2.82,predator,,7.1,,442,20,26,28,2,,,,FishBase
Amphilophus labiatus,28238,Red devil,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Amphilophus,Freshwater,Nonnative,Invasive,0.75,Ornamental,,,,,,1,Chilatherina sentaniensis (Unclear),,dioecism,external,guarders,nesters,,,,,650,1.7,,1.8,,3.45,,,6.6,,444,28.29999924,28,33,5,,,,CABI-ISC; FishBase; IUCN
Chromobotia macracanthus,10897,Clown loach,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Botiidae,Chromobotia,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,external,nonguarders,brood hiders,one clear seasonal peak per year,,,,,,,,,2.85,variable,,,,469,30.25,25,30,5,,,,FishBase
Hypostomus plecostomus,3057,Suckermouth catfish,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,Freshwater,Nonnative,Invasive,0.888888889,Aquaria; Fish farms; Ornamental,,,,1,,1,Campostoma anomalum (Competition); Dionda diaboli (Competition); Tampichthys ipni (Predation; Competition); Thorichthys pasionis (Unclear); Thorichthys affinis (Unclear),,dioecism,external,guarders,clutch tenders,,,3000,,,,,,,2.5,variable,4.79616307,,,472,35,20,28,8,,,,CABI-ISC; IUCN; Fishbase
Satanoperca jurupari,11168,Demon eartheater,1,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Satanoperca,Freshwater,Nonnative,Established,1,,,,,,,1,,,dioecism,external,bearers,external brooders,,287.5,225,350,,,,,3.1,,,,,,477.6749878,24.64999962,24,26,2,,,,FishBase
Ameiurus natalis,3021,Yellow bullhead,1,Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,Freshwater,Nonnative,Invasive,1,Aquaria; Fish farms; Fishing recreation,LC,,1,1,1,,Gila nigra (Unclear); Gila robusta (Unclear); Lepidomeda vittata (Unclear),Gila robusta (Unclear),dioecism,external,guarders,nesters,,,,2000,5150,2,,3.6,,3.33,predator,,,12,540,31.20000076,5,15,10,,,,CABI-ISC; USGS-NAS; FishBase; IUCN
Pterygoplichthys pardalis,25741,Amazon sailfin catfish,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Pterygoplichthys,Freshwater,Nonnative,Invasive,1,Aquaria; Ornamental,,,,1,,1,Cribroheros robertsoni (Competition); Cryptoheros chetumalensis (Unclear),,,,,,,,,,,2,,2.6,,2,variable,,8.7,,595.0999959,45.97249985,23,28,5,,,,USGS-NAS; Fishbase; CABI-ISC
Mastacembelus armatus,10140,Zig-zag eel,1,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,Freshwater_Brackish,Nonnative,Reported,,Ornamental,LC,,,,1,1,,,dioecism,external,nonguarders,,,,,,,1.5,,2.2,,2.78,variable,,6.9,,621.7999992,50.75,22,28,6,,,,FishBase
Coregonus albula,231,Vendace,1,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Freshwater_Brackish_Marine,Nonnative,Invasive,0.166666667,Stocking; Aquaculture; Control Agent; Fisheries; Fishing Recreation,LC,1,1,1,1,,Coregonus sardinella (Hybridisation); Coregonus lavaretus (Hybridisation); Coregonus autumnalis (Hybridisation),,dioecism,external,nonguarders,open water/substratum egg scatterers,one clear seasonal peak per year,9480,8093.333333,15248,,,2.5,3.1,,3.059999943,selective plankton feeding,,,11.66666667,675,29.8,,,,0,22,22,CABI-ISC; FishBase; IUCN
Notemigonus crysoleucas,276,Golden shiner,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Notemigonus,Freshwater_Brackish,Nonnative,Invasive,,Fishing recreation; Bait,LC,,,1,1,,Lepomis gibbosus (Disease/Parasitism); Scardinius erythrophthalmus (Hybridisation),Scardinius erythrophthalmus (Hybridisation),dioecism,external,nonguarders,open water/substratum egg scatterers,,,,200000,,,2,2.2,,2.62,variable,,,9,680,36.70000076,0,35,35,,,,USGS-NAS; IUCN; Fishbase
Pygocentrus nattereri,4501,Red piranha,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Pygocentrus,Freshwater,Nonnative,Invasive,1,Aquaria; Ornamental,,,,,1,1,,,dioecism,external,guarders,nesters,one clear seasonal peak per year,4500,4000,5000,,1,,1.2,,3.72,predator,6.839622642,4.1,,688,25.6,23,27,5,,,,USGS-NAS; Fishbase
Hypsibarbus pierrei,54660,,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Hypsibarbus,Freshwater,Nonnative,Established,1,Ornamental,,,,,,1,,,,,,,,,,,,2.6,,3,3,,,,10.5,,733.2000122,23.65000057,,,,,,,FishBase
Sarotherodon galilaeus,1389,Mango tilapia,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Sarotherodon,Freshwater_Brackish,Nonnative,Established,0.625,Fish farms; Aquaculture; Controal agent,LC,,,1,1,1,,,dioecism,external,bearers,external brooders,,1268,254,2282,,,1.75,2.9,,2.350000006,variable,,9.9,,911,29.36666679,22,28,6,,,,CABI-ISC; Fishbase; IUCN
Lepomis gibbosus,3372,Pumpkinseed,1,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Freshwater,Nonnative,Invasive,0.96875,Fishing recreation; Passive; Diffused from other countries; Forage; Fisheries; Ornamental; Accidental; Aquaculture,LC,,,1,1,1,Lepomis macrochirus (Hybridisation); Lepomis cyanellus (Hybridisation); Gasterosteus aculeatus (Unclear),Lepomis auritus (Hybridisation); Lepomis microlophus (Competition); Notemigonus crysoleucas (Disease/Parasitism),dioecism,external,guarders,nesters,one clear seasonal peak per year,4151.75,1217,6778,1000,,2.166666667,5.2,,3.27,predator,4.786921595,,7,1020,34,4,30,26,,,,CABI-ISC;IUCN GISD; Fishbase
Pomoxis nigromaculatus,3388,Black crappie,1,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Pomoxis,Freshwater,Nonnative,Invasive,0.6,Fishing recreation; Aquaculture; Ornamental; Diffused from other countries,LC,,1,1,1,1,Catostomus warnerensis (Predation); Esox lucius (Unclear); Sander vitreus (Unclear); Esox masquinongy (Unclear); Archoplites interruptus (Competition),,dioecism,external,guarders,nesters,,74959,21059,128859,,,2.5,5.7,,3.81,predator,,,11.83333333,1020.599976,37,14,20,6,,31,,USGS-NAS; CABI-ISC; Fishbase; IUCN
Leuciscus leuciscus,4662,Common dace,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus,Freshwater_Brackish,Nonnative,Invasive,1,Accidental,LC,,1,1,1,,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,11875,5500,18250,,,3.428571429,4.3,,2.93,predator,,,13,1035,25,4,22,18,,,,CABI-ISC; IUCN; Fishbase
Oreochromis mossambicus,3,Mozambique tilapia,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Freshwater_Brackish_Marine,Nonnative,Invasive,0.934579439,Aquaria; Control agent; Fish farms; Fishing recreation; Aquaculture; Fisheries; Ballast; Ornamental; Bait; Research,VU,,,1,1,1,Cichlasoma nicaraguense (Competition); Cribroheros longimanus (Competition); Cichlasoma citrinellum (Competition); Cribroheros rostratus (Competition); Micropterus salmoides (Competition); Chanos chanos (Competition); Mugil cephalus (Competition); Cyprinodon macularius (Competition); Fundulus parvipinnis (Competition); Oreochromis urolepis (Hybridisation); Labeo porcellus (Competition); Galaxias neocaledonicus (Predation); Oryzias sarasinorum (Unclear); Travancoria jonesi (Unclear); Allomogurnda multicincta (Unclear); Vieja hartwegi (Competition); Travancoria elongata (Unclear); Atherinella venezuelae (Competition); Parapsilorhynchus prateri (Unclear); Hephaestus raymondi (Unclear); Yuriria chapalae (Unclear); Sahyadria chalakkudiensis (Competition); Pseudobarbus verloreni (Competition); Oxyeleotris wisselensis (Unclear); Mordacia praecox (Environment change); Mogurnda clivicola (Unclear); Melanotaenia utcheensis (Predation); Melanotaenia eachamensis (Unclear); Maccullochella mariensis (Unclear); Leptachirus bensbach (Unclear); Lepidopygopsis typus (Competition); Hypselobarbus periyarensis (Unclear); Hypseleotris aurea (Competition); Cyprinodon laciniatus (Competition); Cubanichthys pengelleyi (Unclear); Crossocheilus periyarensis (Unclear); Tilapia guinasana (Competition; Predation); Xenopoecilus bonneorum (Competition; Predation); Pseudobarbus capensis (Competition); Craterocephalus laisapi (Predation; Environment change); Hypselobarbus curmuca (Unclear); Cairnsichthys rhombosomoides (Unclear); Brycon nattereri (Competition); Cochlefelis danielsi (Unclear); Nemapteryx augusta (Unclear); Trachystoma petardi (Competition; Predation); Schismatogobius deraniyagalai (Competition); Cyprinodon nazas (Competition),Oreochromis aureus (Competition); Oreochromis macrochir (Hybridisation); Oreochromis urolepis (Hybridisation),dioecism,external,bearers,external brooders,no obvious seasonal peak,1251.875,520.25,1646.8,,,0.882272726,3.1,,2.77,browser,5.61607116,,7.8,1057.333333,33.55999985,17,35,18,,,,CABI-ISC; IUCN; Fishbase; USGS-NAS
Pelecus cultratus,283,Sichel,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Pelecus,Freshwater_Brackish,Nonnative,Established,1,,LC,,1,1,1,,,,dioecism,external,nonguarders,open water/substratum egg scatterers,one clear seasonal peak per year,,,,,,3.666666667,4.3,,3.56,predator,,,10,1075,50,10,20,10,,,,FishBase
Scatophagus argus,4698,Spotted scat,1,Animalia,Chordata,Actinopterygii,Acanthuriformes,Scatophagidae,Scatophagus,Freshwater_Brackish_Marine,Nonnative,Established,1,Ornamental,LC,,,1,1,1,,,dioecism,internal (oviduct),nonguarders,,one clear seasonal peak per year,486532,635755,337309,,0.6,,0.7,,2.99,variable,3.337174989,2.3,,1125,31.45833333,20,28,8,,,,FishBase
Oxyeleotris marmorata,5376,Marble goby,1,Animalia,Chordata,Actinopterygii,Gobiiformes,Eleotridae,Oxyeleotris,Freshwater_Brackish,Nonnative,Established,1,Aquaculture; Ornamental,LC,,,,,1,,,dioecism,external,guarders,nesters,,33000,6000,60000,,2,,2.7,,3.9,predator,,9,,1202.230001,21.57999992,22,28,6,,,,FishBase
Alburnus chalcoides,5473,Danube bleak,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Alburnus,Freshwater_Brackish,Nonnative,Failed,,,LC,,1,1,1,,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,,3.75,8,,3.37,variable,,,7.375,1250,24.12000008,5,20,15,,,,FishBase
Coptodon rendalli,1397,Redbreast tilapia,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Coptodon,Freshwater_Brackish,Nonnative,Invasive,0.827586207,Aquaculture; Control Agent; Fisheries; Research,LC,,,,1,1,Gambusia pseudopunctata (Unclear); Oreochromis chungruruensis (Unclear); Cyphocharax albula (Unclear); Nematocharax venustus (Unclear); Vieja hartwegi (Competition),,dioecism,external,guarders,nesters,,4755,2180,7330,,1.5,,3.4,,2.13,grazer,2.022600619,5.7,,1300,39.75,24,28,4,,,,Global Register of Introduced and Invasive Species 2021; FishBase; IUCN
Anguilla japonica,295,Japanese eel,1,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,Freshwater_Brackish_Marine,Nonnative,Invasive,0,Aquaculture; Accidental,EN,,,,1,1,Anguilla anguilla (Unclear),Anguilla anguilla (Competition); Anguilla rostrata (Hybridisation); Ictalurus punctatus (Predation),dioecism,external,nonguarders,open water/substratum egg scatterers,once in a lifetime,,,,,,,8.4,,3.55,predator,,,,1324.5,77.20000076,4,27,23,,,,IUCN; FishBase
Panaque nigrolineatus,12216,Royal panaque,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Panaque,Freshwater,Nonnative,Reported,,Ornamental,,,,,,1,,,,,,,,,,,,,,,,,,,,,1353.950012,34.19999886,22,26,4,,,,FishBase
Labeo bata,12075,Bata,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,Freshwater,Nonnative,Established,,,LC,,,,1,1,,,dioecism,external,nonguarders,,,,,,,3.9,,5.1,,,grazer,,16.8,,1425,46.5,,,,,,,FishBase
Oreochromis esculentus,1431,Singida tilapia,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Freshwater,Nonnative,Invasive,1,Aquaculture; Fill ecological niche,NT,,,,,1,Oreochromis jipe (Unclear),Lates niloticus (Unclear); Coptodon zillii (Unclear); Oreochromis leucostictus (Hybridisation),dioecism,in mouth,bearers,external brooders,no obvious seasonal peak,,,,,,2.5,,,2.49,filtering plankton,,6.3,,1450,40.6,23,28,5,,,,IUCN; Fishbase; Esmaeli; Ganjali and Monsefi; 2009
Platichthys flesus,1341,European flounder,1,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,Freshwater_Brackish_Marine,Nonnative,Established,1,Accidental with ships,LC,1,1,1,1,,,,dioecism,external,nonguarders,open water/substratum egg scatterers,one clear seasonal peak per year,1179292.286,621320.3,1886736.125,1200000,,3.566666667,4.2,,3.3,predator,,,11.66666667,1483.754997,44.54000015,5,25,20,,,,FishBase
Ballerus ballerus,6374,Zope,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Ballerus,Freshwater_Brackish,Nonnative,Established,1,,LC,,1,1,1,,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,37419.75,5871.5,68968,,,3.948000002,4.3,,3.21,selective plankton feeding,,,10,1570,40,5,25,20,,,,FishBase
Parachromis managuensis,4684,Jaguar guapote,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Parachromis,Freshwater,Nonnative,Invasive,0.916666667,Fish farms; Aquaculture; Ornamental,LC,,,,,1,Sardinella tawilis (Competition; Predation),,dioecism,external,guarders,,two seasonal peaks per year,5350,2452,7165.333333,,2.8,,3.6,,3.96,predator,,11.9,,1630,,25,36,11,,,,USGS-NAS; FishBase; IUCN
Ambloplites rupestris,3361,Rock bass,1,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Ambloplites,Freshwater,Nonnative,Invasive,0.6,Fishing recreation; Passive; Research; Aquaculture,LC,,1,1,1,,Ambloplites cavifrons (Competition; Hybridisation),,dioecism,external,guarders,nesters,,6833.333333,2666.666667,9600,,,3.25,5.7,,3.33,predator,,,11.4,1640,35,10,29,19,,,,USGS-NAS; CABI-ISC; FishBase; IUCN
Catostomus catostomus,2962,Longnose sucker,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Catostomus,Freshwater,Nonnative,Invasive,0,Fishing recreation; Aquaculture,LC,1,1,1,,,Catostomus latipinnis (Hybridisation); Catostomus discobolus (Hybridisation),Petromyzon marinus (Predation/Parasitism),dioecism,external,nonguarders,open water/substratum egg scatterers,one clear seasonal peak per year,,,60000,,,6.666666667,8.9,,3.109999895,grazer,,20,,1650,47,0,15,15,,,,USGS-NAS; FishBase; IUCN
Petromyzon marinus,2530,Sea lamprey,1,Animalia,Chordata,Actinopterygii,Petromyzontiformes,Petromyzontidae,Petromyzon,Freshwater_Brackish_Marine,Nonnative,Invasive,1,Passive; Accidental with ships,LC,1,1,1,1,,Salvelinus namaycush (Predation/Parasitism); Sander vitreus (Predation/Parasitism); Catostomus commersoni (Predation/Parasitism); Catostomus catostomus (Predation/Parasitism); Perca flavescens (Predation/Parasitism); Oncorhynchus mykiss (Predation/Parasitism); lota lota (Predation/Parasitism); Ictalurus punctatus (Predation/Parasitism); Esox lucius (Predation/Parasitism); Cyprinus carpio (Predation/Parasitism); Coregonus alpenae (Predation/Parasitism); Coregonus johannae (Predation/Parasitism); Coregonus nigripinnis (Predation/Parasitism); Coregonus reighardi (Unclear),,dioecism,external,guarders,nesters,once in a lifetime,190889,141493.5,240284.5,67500,,7.375,10.6,,4.369999886,predator,0.126572635,,10,1674.5,107.9333344,1,20,19,15,23,8,GISD; IUCN; FishBase; IUCN; CABI
Osteoglossum ferreirai,8117,Black arawana,1,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Osteoglossum,Freshwater,Nonnative,Reported,,Ornamental,LC,,,,,1,,,dioecism,external,bearers,external brooders,,,,,,,,,,2,,,,,1874.666667,64,24,30,6,,,,FishBase
Coregonus peled,4687,Peled,1,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Freshwater_Brackish_Marine,Nonnative,Invasive,0.842105263,Aquaculture; Fishing Recreation; Fisheries; Other,LC,1,1,1,1,,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,55000,5000,105000,,,5.25,4.8,,4.059999943,predator,,,11.75,2000,49.25,,,,,,,FishBase
Luciobarbus graellsii,46094,,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Luciobarbus,Freshwater,Nonnative,Invasive,1,,LC,,,1,1,,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,3.4,,5.1,,2.76,grazer,,,16,2000,65,,,,,,,FishBase
Rutilus rutilus,272,Roach,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Rutilus,Freshwater_Brackish,Nonnative,Invasive,0.9,Ballast; Fish farms; Fishing recreation; Passive; Fisheries; Forage,LC,,1,1,1,,Salvelinus alpinus (Competition); Abramis brama (Hybridisation); Rutilus pigus (Hybridisation); Scardinius erythrophthalmus (Hybridisation); Salvelinus grayi (Unclear); Alosa killarnensis (Unclear); Chondrostoma soetta (Competition),Abramis brama (Hybridisation),dioecism,external,nonguarders,open water/substratum egg scatterers,,71331.95,13110.36364,84353.64706,,,3.214285714,7.6,,2.87,predator,,,12.375,2032.5,34.97142846,10,20,10,7,31,24,GISD; IUCN; Fishbase; Elliott (1994); Cocking (1959); USGS-NAS; CABI-ISC
Coregonus autumnalis,2669,Arctic cisco,1,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Freshwater_Brackish_Marine,Nonnative,Established,0.5,Aquaculture; Fisheries,LC,1,1,1,1,,,Coregonus albula (Hybridisation),dioecism,external,nonguarders,open water/substratum egg scatterers,,27000,5000,62666.66667,,,6.5,,,3.329999924,predator,,,15.375,2100,55.66666667,,,,,,,IUCN; Fishbase
Thymallus arcticus,2693,Arctic grayling,1,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Thymallus,Freshwater,Nonnative,Established,0,Fishing recreation; Fisheries,LC,,1,1,1,,,Oncorhynchus mykiss (Predation); Salmo trutta (Predation); Salvelinus fontinalis (Predation),dioecism,external,nonguarders,brood hiders,,6681,416,12946,,,4.166666667,4.7,,3.32,predator,,,12.16666667,2100,41.93333308,,,,,,,USGS-NAS; CABI-ISC; Fishbase; IUCN
Coregonus oxyrinchus,233,Houting,1,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Freshwater_Brackish,Nonnative,Invasive,1,Fisheries,EX,,,1,,,,,dioecism,external,nonguarders,open water/substratum egg scatterers,,40000,30000,50000,,,2.75,2.5,,3.25,selective plankton feeding,,7.5,,2100,47,4,20,16,,,,FishBase
Blicca bjoerkna,4471,White bream,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Blicca,Freshwater_Brackish,Nonnative,Invasive,1,Accidental,LC,,1,1,1,,,,dioecism,external,nonguarders,open water/substratum egg scatterers,one clear seasonal peak per year,58500,17000,100000,,,3.5,8.3,,3.089999914,predator,,28.5,,2190,30,4,20,16,,,,FishBase
Vimba vimba,6375,Vimba bream,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Vimba,Freshwater_Brackish,Nonnative,Reported,0,,LC,,1,1,1,,,,dioecism,external,nonguarders,open water/substratum egg scatterers,one clear seasonal peak per year,66743.75,24162.5,106066.6667,17500,,4,4,,2.75,variable,,,15,2330,33.5,10,20,10,,,,FishBase
Pterygoplichthys anisitsi,12218,Snow pleco,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Pterygoplichthys,Freshwater,Nonnative,Established,,Aquaria; Ornamental,,,,,,1,,,dioecism,external,guarders,nesters,,,,,,2.3,,2.9,,,,,9.9,,2336,52.45000076,21,24,3,9.9,,,USGS-NAS; Fishbase; CABI-ISC
Oreochromis niloticus,2,Nile tilapia,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Freshwater_Brackish,Nonnative,Invasive,0.84057971,Fish farms; Aquaculture; Fisheries; Research; Fishing recreation; Diffused from other countries,LC,,,,1,1,Cichlasoma nicaraguense (Competition); Cribroheros longimanus (Competition); Cichlasoma citrinellum (Competition); Cribroheros rostratus (Competition); Lepomis macrochirus (Competition); Lepomis microlophus (Competition); Micropterus salmoides (Competition); Lepomis miniatus (Competition); Mugilogobius sarasinorum (Competition; Predation; Disease/Parasitism); Poropuntius tawarensis (Unclear); Rasbora tawarensis (Unclear); Oryzias luzonensis (Predation); Neostethus thessa (Competition; Predation; Disease/Parasitism); Nomorhamphus celebensis (Competition; Predation; Disease/Parasitism); Xenopoecilus poptae (Predation; Competition; Disease/Parasitism); Oxyeleotris wisselensis (Unclear); Rasbora maninjau (Competition); Yuriria chapalae (Unclear); Adrianichthys kruyti (Unclear); Adrianichthys roseni (Unclear); Allotoca diazi (Unclear); Atherinella jiloaensis (Unclear); Neolebias lozii (Unclear); Oreochromis mortimeri (Unclear); Melanotaenia fasinensis (Unclear); Ompok taytayensis (Unclear); Tlaloc portillorum (Environment change); Amphilophus astorquii (Unclear); Amphilophus chancho (Unclear); Amphilophus flaveolus (Unclear); Amphilophus globosus (Unclear); Amphilophus supercilius (Unclear); Amphilophus zaliosus (Unclear); Hypostomus pusarum (Predation); Brycon nattereri (Competition); Prochilodus brevis (Unclear); Nemapteryx augusta (Unclear),Oreochromis macrochir (Hybridisation; Competition),dioecism,external,bearers,external brooders,no obvious seasonal peak,557.5,161,954,250,,1.270833333,2.9,2,,browser,2.021825397,,12.19999981,2396,44.1833334,14,33,19,15,42,27,GISD; IUCN; Fishbase; CABI; Denzer (1967); USGS-NAS
